"행정구역","2025년06월_남자 평균연령","2025년06월_여자 평균연령"
"서울특별시 강동구 암사제2동(1174058000)","43.7","45.5"
"서울특별시 강동구 암사제3동(1174059000)","42.7","44.1"
"서울특별시 강동구 천호제1동(1174060000)","47.5","49.4"
"서울특별시 강동구 천호제2동(1174061000)","45.7","46.7"
"서울특별시 강동구 천호제3동(1174062000)","45.9","45.8"
"서울특별시 강동구 성내제1동(1174064000)","43.7","45.4"
"서울특별시 강동구 성내제2동(1174065000)","45.9","46.5"
"서울특별시 강동구 성내제3동(1174066000)","45.1","48"
"서울특별시 강동구 길동(1174068500)","45.5","46.6"
"서울특별시 강동구 둔촌제1동(1174069000)","39.8","41.3"
"서울특별시 강동구 둔촌제2동(1174070000)","44.4","46.1"
"부산광역시  (2600000000)","46.2","48.8"
"부산광역시 중구 (2611000000)","51.2","53.8"
"부산광역시 중구 중앙동(2611051000)","44.4","41.8"
"부산광역시 중구 동광동(2611052000)","55.8","58.7"
"부산광역시 중구 대청동(2611053000)","50.6","54.1"
"부산광역시 중구 보수동(2611054500)","50.5","52.9"
"부산광역시 중구 부평동(2611056000)","53.1","57.5"
"부산광역시 중구 광복동(2611057000)","55.3","57.5"
"부산광역시 중구 남포동(2611058000)","58.3","61.9"
"부산광역시 중구 영주제1동(2611059000)","48.7","51.5"
"부산광역시 중구 영주제2동(2611060000)","53.4","57.4"
"부산광역시 서구 (2614000000)","49.1","51.8"
"부산광역시 서구 동대신제1동(2614051000)","48.2","51.5"
"부산광역시 서구 동대신제2동(2614052000)","53.6","56.4"
"부산광역시 서구 동대신제3동(2614053000)","48.3","51.1"
"부산광역시 서구 서대신제1동(2614054000)","44.4","47.6"
"부산광역시 서구 서대신제3동(2614056000)","47","49.1"
"부산광역시 서구 서대신제4동(2614057000)","45.9","49.1"
"부산광역시 서구 부민동(2614059000)","45.3","46.4"
"부산광역시 서구 아미동(2614061500)","53.9","57.1"
"부산광역시 서구 초장동(2614063000)","56.6","60.9"
"부산광역시 서구 충무동(2614064000)","50.2","52.1"
"부산광역시 서구 남부민제1동(2614065000)","55.9","59.8"
"부산광역시 서구 남부민제2동(2614066000)","54.9","59.3"
"부산광역시 서구 암남동(2614068000)","47.1","49.9"
"부산광역시 동구 (2617000000)","49.3","52.2"
"부산광역시 동구 초량제1동(2617051000)","49.3","51.6"
"부산광역시 동구 초량제2동(2617052000)","53.9","57.6"
"부산광역시 동구 초량제3동(2617053000)","41.8","42.6"
"부산광역시 동구 초량제6동(2617055000)","53.7","58.9"
"부산광역시 동구 수정제1동(2617056000)","49.2","53.5"
"부산광역시 동구 수정제2동(2617057000)","51.1","54.5"
"부산광역시 동구 수정제4동(2617059000)","55.7","62"
"부산광역시 동구 수정제5동(2617060000)","54.5","59.7"
"부산광역시 동구 좌천동(2617064500)","50.6","54"
"부산광역시 동구 범일제1동(2617065000)","53.6","56.8"
"부산광역시 동구 범일제2동(2617066000)","48.8","49.3"
"부산광역시 동구 범일제5동(2617068000)","41.6","43.4"
"부산광역시 영도구 (2620000000)","50.9","54.5"
"부산광역시 영도구 남항동(2620053000)","53.2","56.9"
"부산광역시 영도구 영선제1동(2620054000)","53.1","56.1"
"부산광역시 영도구 영선제2동(2620055000)","52.3","56.2"
"부산광역시 영도구 신선동(2620058500)","55.9","61.2"
"부산광역시 영도구 봉래제1동(2620059000)","51.1","54.9"
"부산광역시 영도구 봉래제2동(2620060500)","49.3","52.4"
"부산광역시 영도구 청학제1동(2620063000)","51.5","55.3"
"부산광역시 영도구 청학제2동(2620064000)","50.2","53.3"
"부산광역시 영도구 동삼제1동(2620065000)","48.8","52"
"부산광역시 영도구 동삼제2동(2620066000)","44","47.8"
"부산광역시 영도구 동삼제3동(2620067000)","55.4","59.8"
"부산광역시 부산진구 (2623000000)","45.7","47.7"
"부산광역시 부산진구 부전제1동(2623051000)","44.9","42.7"
"부산광역시 부산진구 부전제2동(2623052000)","40.7","41.5"
"부산광역시 부산진구 연지동(2623054000)","45.2","48.1"
"부산광역시 부산진구 초읍동(2623055000)","48.9","52.5"
"부산광역시 부산진구 양정제1동(2623056000)","47.3","49.9"
"부산광역시 부산진구 양정제2동(2623057000)","40.9","40.7"
"부산광역시 부산진구 전포제1동(2623060000)","41.4","42.2"
"부산광역시 부산진구 전포제2동(2623061000)","46.1","48.5"
"부산광역시 부산진구 부암제1동(2623064000)","44.7","46.9"
"부산광역시 부산진구 부암제3동(2623066000)","44.1","46.2"
"부산광역시 부산진구 당감제1동(2623067000)","49.3","52.8"
"부산광역시 부산진구 당감제2동(2623068000)","44.9","46.9"
"부산광역시 부산진구 당감제4동(2623070000)","49.5","52.5"
"부산광역시 부산진구 가야제1동(2623071000)","47.6","51.4"
"부산광역시 부산진구 가야제2동(2623072000)","47.1","49.4"
"부산광역시 부산진구 개금제1동(2623074000)","43.1","44.4"
"부산광역시 부산진구 개금제2동(2623075000)","48.8","51.7"
"부산광역시 부산진구 개금제3동(2623076000)","48.2","50.6"
"부산광역시 부산진구 범천제1동(2623077000)","45","45.4"
"부산광역시 부산진구 범천제2동(2623078000)","46.8","49.1"
"부산광역시 동래구 (2626000000)","44.8","47.4"
"부산광역시 동래구 수민동(2626051000)","45.7","48.9"
"부산광역시 동래구 복산동(2626052000)","52.9","56.8"
"부산광역시 동래구 명륜동(2626054500)","40.8","43.6"
"부산광역시 동래구 온천제1동(2626055000)","42.3","43.8"
"부산광역시 동래구 온천제2동(2626056000)","42.7","44.7"
"부산광역시 동래구 온천제3동(2626057000)","46.2","48.6"
"부산광역시 동래구 사직제1동(2626058000)","43.6","46.8"
"부산광역시 동래구 사직제2동(2626059000)","41.7","42.8"
"부산광역시 동래구 사직제3동(2626060000)","43.5","47.7"
"부산광역시 동래구 안락제1동(2626074000)","50.2","53.5"
"부산광역시 동래구 안락제2동(2626075000)","46.3","48.9"
"부산광역시 동래구 명장제1동(2626076100)","48.5","51"
"부산광역시 동래구 명장제2동(2626076200)","49.2","52.7"
"부산광역시 남구 (2629000000)","45.8","48.6"
"부산광역시 남구 대연제1동(2629051000)","44.7","48.8"
"부산광역시 남구 대연제3동(2629053000)","39.6","41.8"
"부산광역시 남구 대연제4동(2629054000)","45.7","48.6"
"부산광역시 남구 대연제5동(2629055000)","45.5","47.7"
"부산광역시 남구 대연제6동(2629056000)","41.7","43.6"
"부산광역시 남구 용호제1동(2629057000)","45.7","48.3"
"부산광역시 남구 용호제2동(2629058000)","45.5","48"
"부산광역시 남구 용호제3동(2629059000)","51.6","55.2"
"부산광역시 남구 용호제4동(2629060000)","49.4","52.7"
"부산광역시 남구 용당동(2629061000)","47.8","50.6"
"부산광역시 남구 감만제1동(2629062000)","48.9","51.9"
"부산광역시 남구 감만제2동(2629063000)","52.9","57.8"
"부산광역시 남구 우암동(2629064500)","51.6","55.8"
"부산광역시 남구 문현제1동(2629068000)","48.7","52.3"
"부산광역시 남구 문현제2동(2629069000)","47.7","49.8"
"부산광역시 남구 문현제3동(2629070000)","45.7","48.6"
"부산광역시 남구 문현제4동(2629071000)","49.3","53.6"
"부산광역시 북구 (2632000000)","46.7","49.4"
"부산광역시 북구 구포제1동(2632051000)","48.8","51.2"
"부산광역시 북구 구포제2동(2632052000)","48.5","51"
"부산광역시 북구 구포제3동(2632052100)","49.7","52.6"
"부산광역시 북구 금곡동(2632053000)","49.8","53.5"
"부산광역시 북구 화명제1동(2632054100)","42.7","44.2"
"부산광역시 북구 화명제2동(2632054200)","45.2","48.2"
"부산광역시 북구 화명제3동(2632054300)","43","45.2"
"부산광역시 북구 덕천제1동(2632055000)","48.2","51.5"
"부산광역시 북구 덕천제2동(2632056000)","50.2","53.9"
"부산광역시 북구 덕천제3동(2632056100)","50.5","54.8"
"부산광역시 북구 만덕제1동(2632057100)","45.1","46.9"
"부산광역시 북구 만덕제2동(2632057200)","45.4","48"
"부산광역시 북구 만덕제3동(2632057300)","48.4","51.4"
"부산광역시 해운대구 (2635000000)","45.5","48.3"
"부산광역시 해운대구 우제1동(2635051000)","46","47.8"
"부산광역시 해운대구 우제2동(2635052000)","43.5","46"
"부산광역시 해운대구 우제3동(2635052500)","43.6","45.4"
"부산광역시 해운대구 중제1동(2635053000)","44","45.9"
"부산광역시 해운대구 중제2동(2635054000)","45.6","47.8"
"부산광역시 해운대구 좌제1동(2635055100)","43.6","46.1"
"부산광역시 해운대구 좌제2동(2635055200)","44.7","47"
"부산광역시 해운대구 좌제3동(2635055300)","45.7","49.7"
"부산광역시 해운대구 좌제4동(2635055400)","43.1","46.3"
"부산광역시 해운대구 송정동(2635056000)","49.9","54.9"
"부산광역시 해운대구 반여제1동(2635057000)","43.7","45.8"
"부산광역시 해운대구 반여제2동(2635058000)","51.5","56.3"
"부산광역시 해운대구 반여제3동(2635059000)","53.5","58.3"
"부산광역시 해운대구 반여제4동(2635059500)","45.4","47.5"
"부산광역시 해운대구 반송제1동(2635061000)","54.1","59.1"
"부산광역시 해운대구 반송제2동(2635062000)","53","58.2"
"부산광역시 해운대구 재송제1동(2635065000)","41.2","42.9"
"부산광역시 해운대구 재송제2동(2635066000)","48.2","51.8"
"부산광역시 사하구 (2638000000)","47.1","49.9"
"부산광역시 사하구 괴정제1동(2638051000)","49.4","53.2"
"부산광역시 사하구 괴정제2동(2638052000)","47.8","50.3"
"부산광역시 사하구 괴정제3동(2638053000)","50.9","54.8"
"부산광역시 사하구 괴정제4동(2638054000)","45.2","47.6"
"부산광역시 사하구 당리동(2638055000)","48.3","51"
"부산광역시 사하구 하단제1동(2638056100)","46","48.6"
"부산광역시 사하구 하단제2동(2638056200)","42.8","46.7"
"부산광역시 사하구 신평제1동(2638057100)","49.1","52"
"부산광역시 사하구 신평제2동(2638057200)","45.5","47.1"
"부산광역시 사하구 장림제1동(2638058000)","43.7","45.7"
"부산광역시 사하구 장림제2동(2638059000)","46.7","48.9"
"부산광역시 사하구 다대제1동(2638060100)","47.2","49.3"
"부산광역시 사하구 다대제2동(2638060200)","48.8","51.9"
"부산광역시 사하구 구평동(2638061000)","42.7","44.8"
"부산광역시 사하구 감천제1동(2638062000)","51.1","54"
"부산광역시 사하구 감천제2동(2638063000)","56.7","62.2"
"부산광역시 금정구 (2641000000)","47.6","50.6"
"부산광역시 금정구 서제1동(2641051000)","56.2","60.6"
"부산광역시 금정구 서제2동(2641052000)","53.1","56"
"부산광역시 금정구 서제3동(2641053000)","53.9","57.8"
"부산광역시 금정구 금사회동동(2641055500)","54.7","57.6"
"부산광역시 금정구 부곡제1동(2641057000)","52.8","58.3"
"부산광역시 금정구 부곡제2동(2641058000)","46.6","49.1"
"부산광역시 금정구 부곡제3동(2641059000)","46.4","48.9"
"부산광역시 금정구 부곡제4동(2641059100)","50.8","54.6"
"부산광역시 금정구 장전제1동(2641060000)","39.2","42.4"
"부산광역시 금정구 장전제2동(2641061000)","42.3","45.6"
"부산광역시 금정구 선두구동(2641063500)","56.5","59.9"
"부산광역시 금정구 청룡노포동(2641066500)","51.4","54.7"
"부산광역시 금정구 남산동(2641067000)","49.3","52.9"
"부산광역시 금정구 구서제1동(2641068000)","46.2","48.1"
"부산광역시 금정구 구서제2동(2641069000)","46.7","49.2"
"부산광역시 금정구 금성동(2641070000)","51.6","53.8"
"부산광역시 강서구 (2644000000)","40.3","41.2"
"부산광역시 강서구 대저1동(2644051000)","56.6","59"
"부산광역시 강서구 대저2동(2644052000)","48.4","52.3"
"부산광역시 강서구 강동동(2644053000)","40.5","41"
"부산광역시 강서구 명지1동(2644053500)","36","36.5"
"부산광역시 강서구 명지2동(2644054500)","37.3","38.4"
"부산광역시 강서구 가락동(2644055000)","59.2","64.1"
"부산광역시 강서구 녹산동(2644056000)","42.2","43.9"
"부산광역시 강서구 가덕도동(2644058000)","54.2","57.8"
"부산광역시 강서구 신호동(2644059000)","41.5","43.5"
"부산광역시 연제구 (2647000000)","45.6","48"
"부산광역시 연제구 거제제1동(2647061000)","43.6","47.1"
"부산광역시 연제구 거제제2동(2647062000)","39.3","40.1"
"부산광역시 연제구 거제제3동(2647063000)","51","54.4"
"부산광역시 연제구 거제제4동(2647064000)","47.5","50.8"
"부산광역시 연제구 연산제1동(2647065000)","46.5","49.3"
"부산광역시 연제구 연산제2동(2647066000)","43.7","45.7"
"부산광역시 연제구 연산제3동(2647067000)","47","50.1"
"부산광역시 연제구 연산제4동(2647068000)","49","50.8"
"부산광역시 연제구 연산제5동(2647069000)","45.5","45.4"
"부산광역시 연제구 연산제6동(2647070000)","48.7","52.4"
"부산광역시 연제구 연산제8동(2647072000)","46.3","48.8"
"부산광역시 연제구 연산제9동(2647073000)","47.2","50"
"부산광역시 수영구 (2650000000)","46.9","49.5"
"부산광역시 수영구 남천제1동(2650066000)","44.6","47.3"
"부산광역시 수영구 남천제2동(2650067000)","45.9","48.4"
"부산광역시 수영구 수영동(2650073000)","51.7","54.4"
"부산광역시 수영구 망미제1동(2650074000)","49.3","52.4"
"부산광역시 수영구 망미제2동(2650075000)","48.9","52.6"
"부산광역시 수영구 광안제1동(2650076000)","45.4","47.4"
"부산광역시 수영구 광안제2동(2650077000)","45.6","47.6"
"부산광역시 수영구 광안제3동(2650078000)","47.5","49.1"
"부산광역시 수영구 광안제4동(2650079000)","46","49.2"
"부산광역시 수영구 민락동(2650080000)","45.8","48.6"
"부산광역시 사상구 (2653000000)","47.7","50"
"부산광역시 사상구 삼락동(2653058000)","53.3","55.6"
"부산광역시 사상구 모라제1동(2653059100)","48.8","51.2"
"부산광역시 사상구 모라제3동(2653059300)","56.2","62.4"
"부산광역시 사상구 덕포제1동(2653060000)","45.3","47.9"
"부산광역시 사상구 덕포제2동(2653061000)","49.1","51"
"부산광역시 사상구 괘법동(2653062000)","45.9","46.4"
"부산광역시 사상구 감전동(2653064500)","51.7","54.7"
"부산광역시 사상구 주례제1동(2653065000)","46.3","48"
"부산광역시 사상구 주례제2동(2653066000)","45","46.8"
"부산광역시 사상구 주례제3동(2653066100)","48.2","51"
"부산광역시 사상구 학장동(2653067000)","48.1","51.3"
"부산광역시 사상구 엄궁동(2653068000)","45.2","47.3"
"부산광역시 기장군 (2671000000)","43.3","45.8"
"부산광역시 기장군 기장읍(2671025000)","47.5","51.2"
"부산광역시 기장군 장안읍(2671025300)","50.4","54.9"
"부산광역시 기장군 정관읍(2671025600)","39.3","41.2"
"부산광역시 기장군 일광읍(2671025900)","41.3","43"
"부산광역시 기장군 철마면(2671033000)","54.7","57.8"
"대구광역시  (2700000000)","44.8","47.6"
"대구광역시 중구 (2711000000)","41.9","44.2"
"대구광역시 중구 동인동(2711051700)","44.1","46.6"
"대구광역시 중구 삼덕동(2711054500)","38.8","40.7"
"대구광역시 중구 성내1동(2711056500)","42.4","42.2"
"대구광역시 중구 성내2동(2711057500)","41.5","41.4"
"대구광역시 중구 성내3동(2711058500)","36.7","37.7"
"대구광역시 중구 대신동(2711059500)","44.3","47.5"
"대구광역시 중구 남산1동(2711064000)","43.5","45.3"
"대구광역시 중구 남산2동(2711065000)","41.5","42.5"
"대구광역시 중구 남산3동(2711066000)","46.1","51.3"
"대구광역시 중구 남산4동(2711067000)","42.5","46.2"
"대구광역시 중구 대봉1동(2711068000)","44.4","46.7"
